stationid,toxbatch,matrix,treatment,concentration,concentrationunits,timepoint,parameter,qualifier,result,resultunits,labrep,lab,sampletypecode,dilution,comments,FID
B18-10383,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Total Ammonia,None,5.7,mg/L,1,NOAA,Grab,-88,,4323
B18-10383,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0.091,mg/L,1,NOAA,Grab,-88,,4324
B18-10393,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,pH,None,7.64,pH,1,NOAA,Grab,-88,,4325
B18-10393,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Salinity,None,33,PSU,1,NOAA,Grab,-88,,4326
B18-10393,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Temperature,None,22.4,C,1,NOAA,Grab,-88,,4327
B18-10393,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Total Ammonia,None,10,mg/L,1,NOAA,Grab,-88,,4328
B18-10393,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0.167,mg/L,1,NOAA,Grab,-88,,4329
B18-10178,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,pH,None,7.67,pH,1,NOAA,QA,-88,,4330
B18-10178,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Salinity,None,34,PSU,1,NOAA,QA,-88,,4331
B18-10178,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Temperature,None,22.5,C,1,NOAA,QA,-88,,4332
B18-10178,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Total Ammonia,None,4.4,mg/L,1,NOAA,QA,-88,,4333
B18-10178,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0.078,mg/L,1,NOAA,QA,-88,,4334
B18-10382,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,pH,None,7.6,pH,1,NOAA,Grab,-88,,4335
B18-10382,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Salinity,None,35,PSU,1,NOAA,Grab,-88,,4336
B18-10382,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Temperature,None,22.7,C,1,NOAA,Grab,-88,,4337
B18-10382,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Total Ammonia,None,7.2,mg/L,1,NOAA,Grab,-88,,4338
B18-10382,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0.11,mg/L,1,NOAA,Grab,-88,,4339
B18-10385,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,pH,None,7.6,pH,1,NOAA,Grab,-88,,4340
B18-10385,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Salinity,None,33,PSU,1,NOAA,Grab,-88,,4341
B18-10385,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Temperature,None,22.4,C,1,NOAA,Grab,-88,,4342
B18-10385,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Total Ammonia,None,10.5,mg/L,1,NOAA,Grab,-88,,4343
B18-10385,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0.16,mg/L,1,NOAA,Grab,-88,,4344
B18-10392,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,pH,None,7.61,pH,1,NOAA,Grab,-88,,4345
B18-10392,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Salinity,None,35,PSU,1,NOAA,Grab,-88,,4346
B18-10392,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Temperature,None,22.5,C,1,NOAA,Grab,-88,,4347
B18-10392,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Total Ammonia,None,12,mg/L,1,NOAA,Grab,-88,,4348
B18-10394,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,-3,pH,None,7.7,pH,1,NOAA,Grab,-88,,4349
B18-10394,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,-3,Salinity,None,35,PSU,1,NOAA,Grab,-88,,4350
B18-10394,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,-3,Temperature,None,22,C,1,NOAA,Grab,-88,,4351
B18-10394,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,-3,Total Ammonia,None,12,mg/L,1,NOAA,Grab,-88,,4352
B18-10394,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,-3,Unionized Ammonia,None,0.218,mg/L,1,NOAA,Grab,-88,,4353
B18-10395,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,-3,pH,NM,-88,pH,1,NOAA,Grab,-88,,4354
B18-10395,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,-3,Salinity,NM,-88,PSU,1,NOAA,Grab,-88,,4355
B18-10395,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,-3,Temperature,NM,-88,C,1,NOAA,Grab,-88,,4356
B18-10395,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,-3,Total Ammonia,NM,-88,mg/L,1,NOAA,Grab,-88,,4357
B18-10395,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,-3,Unionized Ammonia,NM,-88,mg/L,1,NOAA,Grab,-88,,4358
0000,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,0,Dissolved Oxygen,None,7.64,mg/L,1,NOAA,Grab,-88,,4359
0000,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,0,pH,None,8.01,pH,1,NOAA,Grab,-88,,4360
0000,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,0,Salinity,None,32.33,PSU,1,NOAA,Grab,-88,,4361
0000,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,15.62,C,1,NOAA,Grab,-88,,4362
0000,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,0,Total Ammonia,None,0.2,mg/L,1,NOAA,Grab,-88,,4363
0000,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0.005,mg/L,1,NOAA,Grab,-88,,4364
B18-10115,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,0,Dissolved Oxygen,None,7.9,mg/L,1,NOAA,QA,-88,,4365
B18-10115,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,0,pH,None,8.02,pH,1,NOAA,QA,-88,,4366
B18-10115,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,0,Salinity,None,32.52,PSU,1,NOAA,QA,-88,,4367
B18-10115,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,15.32,C,1,NOAA,QA,-88,,4368
B18-10115,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,0,Total Ammonia,None,0.2,mg/L,1,NOAA,QA,-88,,4369
B18-10115,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0.005,mg/L,1,NOAA,QA,-88,,4370
B18-10390,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,1,NOAA,Grab,-88,,4371
B18-10387,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,pH,None,7.48,pH,1,NOAA,Grab,-88,,4372
B18-10387,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Salinity,None,35,PSU,1,NOAA,Grab,-88,,4373
B18-10387,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Temperature,None,22.4,C,1,NOAA,Grab,-88,,4374
B18-10387,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Total Ammonia,None,7.3,mg/L,1,NOAA,Grab,-88,,4375
B18-10387,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0.083,mg/L,1,NOAA,Grab,-88,,4376
B18-10394,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,pH,None,7.58,pH,1,NOAA,Grab,-88,,4377
B18-10394,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Salinity,None,33,PSU,1,NOAA,Grab,-88,,4378
B18-10394,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Temperature,None,22.4,C,1,NOAA,Grab,-88,,4379
B18-10394,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Total Ammonia,None,14,mg/L,1,NOAA,Grab,-88,,4380
B18-10394,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0.204,mg/L,1,NOAA,Grab,-88,,4381
B18-10395,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,pH,None,7.59,pH,1,NOAA,Grab,-88,,4382
B18-10395,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Salinity,None,32,PSU,1,NOAA,Grab,-88,,4383
B18-10395,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Temperature,None,22.3,C,1,NOAA,Grab,-88,,4384
B18-10395,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Total Ammonia,None,12,mg/L,1,NOAA,Grab,-88,,4385
B18-10395,NOAAB18SedTest,Interstitial Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0.178,mg/L,1,NOAA,Grab,-88,,4386
0000,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,Dissolved Oxygen,None,8.03,mg/L,1,NOAA,Grab,-88,,4387
0000,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,pH,None,8.03,pH,1,NOAA,Grab,-88,,4388
0000,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,32.39,PSU,1,NOAA,Grab,-88,,4389
0000,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,15.43,C,1,NOAA,Grab,-88,,4390
B18-10115,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,Dissolved Oxygen,None,8.1,mg/L,1,NOAA,QA,-88,,4391
B18-10115,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,pH,None,8.1,pH,1,NOAA,QA,-88,,4392
B18-10115,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,32.52,PSU,1,NOAA,QA,-88,,4393
B18-10115,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,15.48,C,1,NOAA,QA,-88,,4394
B18-10389,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,Dissolved Oxygen,None,7.96,mg/L,1,NOAA,Grab,-88,,4395
B18-10389,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,pH,None,8.1,pH,1,NOAA,Grab,-88,,4396
B18-10389,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,32.53,PSU,1,NOAA,Grab,-88,,4397
B18-10389,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,15.52,C,1,NOAA,Grab,-88,,4398
B18-10386,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,Dissolved Oxygen,None,7.91,mg/L,1,NOAA,Grab,-88,,4399
B18-10386,NOAAB18SedTest,Overlaying Water,None,-88,Not Recorded,1,pH,None,8.06,pH,1,NOAA,Grab,-88,,4400
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,5,Salinity,None,33.5,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4401
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,6,Salinity,None,33.1,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4402
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,7,Salinity,None,33.5,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4403
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,8,Salinity,None,32.9,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4404
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,9,Salinity,None,33,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4405
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,10,Salinity,None,33,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4406
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,15.9,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4407
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,15.6,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4408
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,15.6,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4409
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,3,Temperature,None,15,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4410
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,4,Temperature,None,14.7,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4411
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,5,Temperature,None,14.8,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4412
B18-10118,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,15.8,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4413
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,6,Temperature,None,15.1,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4414
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,7,Temperature,None,14.6,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4415
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,8,Temperature,None,15.6,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4416
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,9,Temperature,None,15.4,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4417
B18-10118,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,15.6,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4418
B18-10122,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,4,Temperature,None,14.6,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4419
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,10,Temperature,None,15,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4420
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,0,Total Ammonia,None,0.24,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4421
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,10,Total Ammonia,None,0.12,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4422
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0.006,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4423
B18-10122,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,5,Temperature,None,14.6,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4424
B18-10027,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,10,Unionized Ammonia,None,0.003,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4425
B18-10122,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,6,Temperature,None,15.2,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4426
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,0,Dissolved Oxygen,None,9.3,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,@ or below 110% saturation,4427
B18-10122,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,7,Temperature,None,14.7,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4428
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,1,Dissolved Oxygen,None,9.6,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,@ or below 110% saturation,4429
B18-10122,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,8,Temperature,None,15.3,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4430
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,2,Dissolved Oxygen,None,9.6,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,@ or below 110% saturation,4431
B18-10122,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,9,Temperature,None,15.2,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4432
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,7,Salinity,None,33.5,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4433
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,3,Dissolved Oxygen,None,9.3,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,@ or below 110% saturation,4434
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,4,Dissolved Oxygen,None,9.4,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,@ or below 110% saturation,4435
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,5,Dissolved Oxygen,None,9.3,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,@ or below 110% saturation,4436
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,6,Dissolved Oxygen,None,9,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4437
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,7,Dissolved Oxygen,None,9.6,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,@ or below 110% saturation,4438
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,8,Dissolved Oxygen,None,9.2,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,@ or below 110% saturation,4439
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,9,Dissolved Oxygen,None,9.1,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,@ or below 110% saturation,4440
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,10,Dissolved Oxygen,None,9.5,mg/L,0,Space and Naval Warfare Systems Command,Grab,-88,@ or below 110% saturation,4441
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,0,pH,None,8.01,pH,0,Space and Naval Warfare Systems Command,Grab,-88,,4442
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,1,pH,None,8.05,pH,0,Space and Naval Warfare Systems Command,Grab,-88,,4443
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,2,pH,None,8.1,pH,0,Space and Naval Warfare Systems Command,Grab,-88,,4444
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,3,pH,None,8.1,pH,0,Space and Naval Warfare Systems Command,Grab,-88,,4445
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,4,pH,None,8.07,pH,0,Space and Naval Warfare Systems Command,Grab,-88,,4446
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,5,pH,None,7.99,pH,0,Space and Naval Warfare Systems Command,Grab,-88,,4447
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,6,pH,None,8.01,pH,0,Space and Naval Warfare Systems Command,Grab,-88,,4448
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,7,pH,None,8.11,pH,0,Space and Naval Warfare Systems Command,Grab,-88,,4449
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,8,pH,None,8.01,pH,0,Space and Naval Warfare Systems Command,Grab,-88,,4450
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,9,pH,None,8.01,pH,0,Space and Naval Warfare Systems Command,Grab,-88,,4451
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,10,pH,None,7.78,pH,0,Space and Naval Warfare Systems Command,Grab,-88,,4452
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,0,Salinity,None,33.2,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4453
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,33.3,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4454
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,2,Salinity,None,33.4,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4455
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,3,Salinity,None,32.8,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4456
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,4,Salinity,None,33.4,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4457
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,5,Salinity,None,33.5,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4458
B18-10026,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,3,Salinity,None,33.2,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4459
B18-10465,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,9,Salinity,None,33.2,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4460
B18-10118,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,15.5,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4461
B18-10447,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,2,Salinity,None,33.3,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4462
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,6,Salinity,None,33,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4463
B18-10465,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,10,Salinity,None,33.3,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4464
B18-10026,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,4,Salinity,None,33.4,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4465
B18-10465,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,15.8,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4466
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,8,Salinity,None,33,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4467
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,9,Salinity,None,33.1,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4468
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,10,Salinity,None,32.7,g/L,0,Space and Naval Warfare Systems Command,Grab,-88,,4469
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,15.8,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4470
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,15.6,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4471
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,15.8,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4472
B18-10118,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,3,Temperature,None,15,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4473
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,3,Temperature,None,15,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4474
B18-10465,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,15.4,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4475
B18-10118,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,4,Temperature,None,14.8,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4476
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,4,Temperature,None,14.7,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4477
B18-10465,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,15.5,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4478
B18-10118,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,5,Temperature,None,14.7,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4479
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,5,Temperature,None,14.8,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4480
B18-10465,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,3,Temperature,None,15,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4481
B18-10118,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,6,Temperature,None,14.9,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4482
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,6,Temperature,None,15.4,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4483
B18-10465,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,4,Temperature,None,14.7,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4484
B18-10118,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,7,Temperature,None,14.6,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4485
B18-10028,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,7,Temperature,None,14.7,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4486
B18-10465,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,5,Temperature,None,15.2,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4487
B18-10118,SSC-2018-EOH,Overlaying Water,None,-88,Not Recorded,8,Temperature,None,15.1,C,0,Space and Naval Warfare Systems Command,Grab,-88,,4488
